NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,1000x_H_4_2_real 2024-09-25 14-10-36.nano,
Operator Name,,
Time Captured,14:10:36  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,1000x_H_4_2_real 2024-09-25 14-10-44,1000x_H_4_2_real 2024-09-25 14-12-17,1000x_H_4_2_real 2024-09-25 14-13-53,1000x_H_4_2_real 2024-09-25 14-15-25,1000x_H_4_2_real 2024-09-25 14-16-56,
,,,,,,
[Conditions],,,,,,
Temperature/C,21.150,21.197,21.220,21.214,21.268,
Viscosity/cP,0.972501,0.971403,0.970866,0.971006,0.969748,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,14,14,14,14,14,
Slider Shutter,1259,1259,1259,1259,1259,
Slider Gain,366,366,366,366,366,
Shutter/ms,31.480000,31.480000,31.480000,31.480000,31.480000,
Camera Histogram Upper Limit,6588,6588,6588,6588,6588,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,3,3,3,3,3,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,10.5575,10.4517,11.2640,10.6427,10.2490,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
202.5,52264274546182,278819599189934,104052451342674,181273874600470,488425168037658,220967073543383,77001935154365,
203.5,41331963783555,270702349819914,101542686076814,173931070549746,503364631128309,218174540271667,80909310213249,
204.5,31833518457271,262676982424089,98745696907698,166495870022108,514912541864062,214932921935046,84154108187369,
205.5,23855153688257,254833019960554,95704618245529,159039186610187,522650779239624,211216551548830,86620855470766,
206.5,17379300940619,247246289920037,92465106414612,151628347651616,526263992454985,206996607476374,88229680923500,
207.5,12301757090731,239978626050528,89073459595505,144325636948483,525559690700941,202247834077237,88937365999482,
208.5,8456757287317,233078077579787,85574933924608,137187149709371,520481447467281,196955673193673,88736559966978,
209.5,5644819092709,226579499433510,82012327899740,130261981401323,511113898662559,191122505297968,87653492948497,
210.5,3658546943777,220505401576945,78424876793542,123591750073393,497678988158527,184771912709237,85744526268439,
211.5,2302939085387,214866948628256,74847469983109,117210432399141,480523765856860,177950311190551,83091835235631,
212.5,1408567601697,209665019224187,71310179631300,111144478427611,460100855466407,170725820070240,79798468080722,
213.5,837735594514,204891255584980,67838070586057,105413159477177,436943372275892,163184718703724,75982996424094,
214.5,484943872811,200529055198387,64451249201748,100029097848543,411636502648895,155426169754077,71773971668104,
215.5,273566208414,196554476977068,61165102691641,94998925676269,384788113722599,147556037055198,67304411085063,
216.5,150612756106,192937052624987,57990679672803,90324022569141,357000645556161,139680602635840,62706532397256,
217.5,81066537250,189640509699589,54935165484007,86001286796434,328846190627525,131900843828961,58106917533361,
218.5,42742850490,186623425674758,52002411372353,82023901686782,300846157826171,124307727882111,53622211207997,
219.5,22125639625,183839842050048,49193483494135,78382066721611,273456333923935,116978770365871,49355363537275,
220.5,11272263271,181239874127945,46507204921623,75063670746643,247057576986720,109975919809240,45392344362054,
221.5,5667369784,178770355400381,43940670727276,72054892212432,221951870586130,103344691259201,41799244513023,
222.5,2820160342,176375555394844,41489722284934,69340717982811,198363080096838,97114379183954,38619792269332,
223.5,1393293580,173998006199678,39149371960853,66905377793735,176441503138630,91299130477295,35873567543753,
224.5,685682897,171579465570916,36914173297395,64732695843230,156271193777253,85899642834338,33555501722271,
225.5,337305054,169062033555397,34778534724006,62806364270917,137879045667423,80905263104559,31637383191842,
226.5,166460056,166389425183976,32736976905349,61110145570890,121244714474898,76296285719034,30071801639722,
227.5,82718827,163508384553832,30784335267629,59628012427309,106310612496949,72046285492909,28798243910141,
228.5,41549305,160370206551234,28915910217225,58344234239704,92991388178362,68124356147166,27750262570834,
229.5,21177332,156932312948181,27127568273275,57243419882556,81182485182301,64497161492729,26862279896555,
230.5,10995644,153159811492959,25415797910381,56310526165506,70767541726493,61130737658196,26074868672585,
231.5,5838503,149026951960884,23777724444167,55530841136536,61624530071051,57992010690228,25338017971840,
232.5,3182607,144518384083184,22211088838539,54889950894816,53630643533784,55050014106586,24612525444187,
233.5,1787714,139630120736201,20714195868490,54373697993547,46666014199965,52276806117183,23870004349624,
234.5,1038547,134370117070014,19285837592306,53968138848893,40616391821981,49648097274348,23092049902164,
235.5,626147,128758392944962,17925198518446,53659506827010,35374938165735,47143607416460,22268999548314,
236.5,393073,122826651493813,16631749111983,53434186849179,30843296886733,44747176946956,21398567077227,
237.5,257713,116617379180304,15405134310282,53278706410951,26932092220663,42446662475983,20484498604380,
238.5,176958,110182449554731,14245063455623,53179746839245,23560995064501,40233651018212,19535309843684,
239.5,127569,103581290438549,13151207482236,53124177401742,20658476133092,38103030316638,18563114301426,
240.5,96759,96878708560979,12123108330739,53099113535403,18161345612869,36052455227350,17582529142813,
241.5,77354,90142492909827,11160104453689,53091999004623,16014159015524,34081751092203,16609638495678,
242.5,65272,83440935170215,10261274999452,53090710277187,14168550951802,32192294292786,15660995692065,
243.5,58192,76840410665336,9425403914758,53083679887796,12582542925682,30386407490353,14752653331234,
244.5,54847,70403155692957,8650963895908,53060034127248,11219858204908,28666802395174,13899223269231,
245.5,54662,64185358101806,7936118939252,53009739154007,10049266303385,27036096510622,13112989369760,
246.5,57593,58235649729174,7278743277532,52923748665505,9043971392505,25496422624462,12403124125017,
247.5,64110,52594055266429,6676453789696,52794145686817,8181052739696,24049141509350,11775090425600,
248.5,75324,47291416046190,6126652564999,52614270897204,7440960724675,22694660061679,11230327967786,
249.5,93279,42349272886908,5626576179940,52378830263887,6807068787277,21432349642258,10766311492118,
250.5,121542,37780162683814,5173348377584,52083975585211,6265279522798,20260553258190,10377013959881,
251.5,166287,33588261174531,4764033174149,51727352819058,5803681814484,19176665829702,10053721926142,
252.5,238318,29770290432511,4395685895860,51308114709770,5412255167733,18177269288838,9786066099327,
253.5,356838,26316604251099,4065400208798,50826896107492,5082617121590,17258303609164,9563086022730,
254.5,556616,23212366842768,3770349787507,50285752360231,4807809629689,16415255835362,9374162136242,
255.5,901720,20438748686644,3507823826060,49688063108489,4582120525456,15643351409674,9209708201731,
256.5,1512202,17974076027321,3275256093451,49038405572183,4400936543635,14937735149759,9061590693733,
257.5,2616391,15794885505242,3070247649362,48342402876016,4260624806902,14293632690783,8923300933033,
258.5,4654157,13876850897566,2890583658106,47606554016158,4158440169182,13706486679034,8789937966901,
259.5,8481807,12195563524001,2734244966111,46838052671459,4092456307773,13172065190230,8658067726144,
260.5,15779573,10727160498550,2599415250114,46044602199936,4061518960418,12686542537718,8525515973283,
261.5,29861540,9448805104397,2484484611672,45234233857091,4065220198636,12246554726667,8391138171376,
262.5,57279952,8339030933174,2388050502802,44415134587679,4103893105599,11849233281841,8254594763942,
263.5,110982393,7377966173309,2308916833475,43595489765124,4178626678381,11492222086536,8116148372712,
264.5,216465431,6547456875506,2246092047796,42783345074011,4291301187358,11173682330021,7976490828090,
265.5,423615504,5831108604115,2198786874483,41986490460741,4444644586226,10892290828214,7836602391112,
266.5,829128193,5214265079464,2166412367673,41212367803528,4642310848699,10647237045511,7697642268987,
267.5,1618134814,4683940684552,2148578763702,40468002761412,4888981279505,10438224324797,7560867820011,
268.5,3139730966,4228721447220,2145095591814,39759960215260,5190489857829,10265481368618,7427579056026,
269.5,6040407504,3838646635713,2155973394733,39094321851674,5553973455343,10129791148993,7299084683483,
270.5,11492678119,3505080657644,2181427338185,38476683786448,5988047239412,10032546339962,7176685594188,
271.5,21573441496,3220582688095,2221882916247,37912171680647,6503004614778,9975843068253,7061671147499,
272.5,39865926545,2978779465473,2277983888646,37405470553731,7111039536684,9962627874216,6955322662648,
273.5,72375263296,2774245024283,2350602514464,36960866424178,7826486787545,9996915202753,6858917480991,
274.5,128850853124,2602389786863,2440852069798,36582296975383,8666072675706,10084092472175,6773726657648,
275.5,224583492729,2459360389933,2550101550908,36273408619092,9649164415695,10231323693671,6701001915154,
276.5,382672739501,2341950841976,2679992365632,36037617577084,10798001042476,10448046913334,6641956853522,
277.5,636623358324,2247525052356,2832456700357,35878172893777,12137882017322,10746532004427,6597769276703,
278.5,1032923993260,2173950400540,3009737114958,35798219596820,13697281747327,11142422570581,6569671451762,
279.5,1633006725452,2119541784070,3214406762051,35800860522036,15507849299821,11655133018686,6559252833897,
280.5,2513739422572,2083015462280,3449389449207,35889215594190,17604243163081,12307920618266,6569158052812,
281.5,3765457752340,2063451968939,3717978565834,36066477592912,20023741871350,13127421550275,6604373295121,
282.5,5486615138124,2060267377349,4023853683826,36335963630905,22805564003811,14142452766803,6674167352640,
283.5,7774514316773,2073192246069,4371093421246,36701161721738,25989827309466,15381957803058,6794376066549,
284.5,10712312104140,2102257637694,4764182941519,37165771920201,29616078804814,16872120681673,6989045004879,
285.5,14353472886046,2147787675188,5208014261733,37733741580973,33721338289069,18632870938602,7289729422177,
286.5,18705869976903,2210398171585,5707877380559,38409294305066,38337619563455,20674211879514,7730805502894,
287.5,23718489408366,2291000932600,6269440130355,39196952135207,43488929123898,22992962346085,8340946380438,
288.5,29273869485746,2390813382974,6898714631663,40101550525487,49187792661448,25570548137464,9133937617676,
289.5,35188820419126,2511373201848,7602008305908,41128245557077,55431425104609,28372374517714,10103385326205,
290.5,41224634638615,2654557667384,8385857604888,42282512803989,62197737437377,31349060030451,11223616602171,
291.5,47106186153806,2822607403218,9256942962212,43570137183472,69441457263093,34439466193160,12455399556367,
292.5,52547472928996,3018154187408,10221983973149,44997193057485,77090720692448,37575104967897,13753398044594,
293.5,57279768750547,3244252426628,11287614468333,46570013795845,85044558021533,40685241492577,15072833144081,
294.5,61077991488355,3504413813576,12460237951562,48295149975476,93171729983118,43701904642417,16374018936358,
295.5,63781295693221,3802644573819,13745864802517,50179315380342,101311359955392,46564096081058,17624333624354,
296.5,65305119725871,4143484570590,15149933659152,52229319993310,109275737602673,49220719110319,18797792907095,
297.5,65643610327072,4532047374094,16677120447059,54451989239346,116855533888334,51632060255181,19872891181274,
298.5,64863073189078,4974060219593,18331139544552,56854068857062,123827467878082,53769961937673,20829754113297,
299.5,63088469106407,5475902580781,20114542499621,59442114950475,129964214998088,55617048827074,21647767635396,
300.5,60485753563988,6044641878557,22028520471510,62222369006386,135046069008322,57165470785752,22304627885700,
301.5,57242990888605,6688064639027,24072717089784,65200617961906,138873600595827,58415598235030,22777261536294,
302.5,53552770077103,7414701218004,26245058649994,68382039768006,141280334901788,59374980922979,23044494652084,
303.5,49597710965440,8233842034720,28541608457134,71771035324231,142144338760954,60057707108496,23090913947520,
304.5,45540000208574,9155543116241,30956451667063,75371048142780,141397598197077,60484128266347,22911181006126,
305.5,41515122152783,10190618659581,33481616171615,79184373638823,139032194750676,60680785074696,22514107262830,
306.5,37629366136525,11350618282405,36107033957091,83211960520759,135102551734395,60680306126235,21925961476516,
307.5,33960341564791,12647786666450,38820545998438,87453207355762,129723392543970,60521054825883,21192613998884,
308.5,30559599424771,14095003409151,41607952211050,91905757992927,123063486871120,60246359981804,20380076819226,
309.5,27456493119192,15705701094423,44453106365969,96565300119126,115335698574098,59903259854561,19572665344189,
310.5,24662549979657,17493759875117,47338054276434,101425371770294,106784229669824,59540793114265,18867448039265,
311.5,22175809757577,19473377226109,50243212092053,106477181101048,97670225101185,59207961055595,18363427001869,
312.5,19984773942138,21658911972128,53147580266068,111709445095777,88257026956541,58951547646531,18145306592451,
313.5,18071772538615,24064702208804,56028987777927,117108253157447,78796332671672,58814009670893,18265695522973,
314.5,16415680329381,26704857305945,58864360525959,122656961606954,69516332468186,58831638447285,18733765242276,
315.5,14994000736941,29593024792700,61630007491493,128336125040755,60612611334884,59033153879355,19517054537602,
316.5,13784386898738,32742133557502,64301918295456,134123470208809,52242248687511,59438831529603,20555142506567,
317.5,12765694082471,36164115434648,66856066099696,139993917571550,44521187422505,60060196122174,21777094687164,
318.5,11918663249250,39869607877786,69268710391283,145919654968777,37524621581979,60900251613815,23115183433402,
319.5,11226329564252,43867641022051,71516694957101,151870266880487,31289904245114,61954167333801,24512323310743,
320.5,10674237539514,48165313004000,73577737237215,157812921600248,25821324292155,63210306734626,25924375369091,
321.5,10250530175475,52767457931089,75430706148820,163712617290524,21096045266427,64651471362467,27319470945495,
322.5,9945965408204,57676311371234,77055886324825,169532486374370,17070530305524,66256235956831,28676045459537,
323.5,9753900709157,62891178667225,78435227437673,175234156091097,13686872940858,68000267169202,29980562130187,
324.5,9670276373320,68408111773905,79552577829548,180778161348885,10878588925815,69857543250295,31225392082246,
325.5,9693619921648,74219600682472,80393901991506,186124404293799,8575574059327,71801420189750,32407028179018,
326.5,9825087884207,80314285828388,80947481519917,191232653367803,6708076237062,73805516967475,33524667001467,
327.5,10068556615244,86676698203694,81204099011122,196063073082239,5209651868647,75844415756189,34579129277696,
328.5,10430770246181,93287034190818,81157203959210,200576774384893,4019169228295,77894190401879,35572064265823,
329.5,10921550887959,100120972418558,80803059133545,204736374383015,3081982138481,79932787792312,36505378059490,
330.5,11554073226064,107149540191150,80140865173327,208506553368147,2350429066480,81940292205034,37380829794860,
331.5,12345202140696,114339037240078,79172860332210,211854596626656,1783820538217,83899103375572,38199748466121,
332.5,13315887354571,121651024667921,77904391491304,214750908420999,1348068278588,85794056042677,38962833936255,
333.5,14491602720361,129042386959351,76343951844000,217169485834027,1015089172441,87612503306036,39670017311834,
334.5,15902808979546,136465474766154,74503180111108,219088340879899,762091623757,89344379272093,40320367271909,
335.5,17585407019655,143868335791481,72396815872671,220489860365472,570825483813,90982248906618,40912039680971,
336.5,19581133320821,151195040430872,70042605677049,221361094454841,426852334992,92521345243715,41442277540984,
337.5,21937830152681,158386107817091,67461155077244,221693966638781,318872209131,93959586378986,41907476747344,
338.5,24709500347384,165379036511085,64675722699118,221485399837841,238126441821,95297557167450,42303339860181,
339.5,27956031082116,172108942212758,61711953882113,220737355565635,177884266161,96538433401757,42625144622629,
340.5,31742445042834,178509302535150,58597553340564,219456785385605,133012452488,97687819751328,42868155355485,
341.5,36137514064055,184512806035603,55361898620113,217655496220347,99622118207,98753467411665,43028202183593,
342.5,41211554993687,190052299381294,52035598786134,215349933337275,74784031382,99744834105954,43102443105377,
343.5,47033227140505,195061822773302,48650005637516,212560886951091,56302633942,100672449027271,43090304056192,
344.5,53665173870002,199477719656348,45236687644364,209313130282958,42539042220,101547050099178,42994558280103,
345.5,61158407277388,203239802409638,41826879553367,205634998532933,32273995197,102378472353705,42822454141050,
346.5,69545433385082,206292551365428,38450922999039,201557919502839,24602785147,103174286007507,42586727149941,
347.5,78832262211266,208586320268842,35137715283819,197115907514919,18855395515,103938212134872,42306240228834,
348.5,88989642749867,210078517499428,31914184567888,192345032794456,14536243556,104668382771039,42005901550031,
349.5,99944098698477,210734729215938,28804809878476,187282878603404,11278998541,105355559078967,41715448958081,
350.5,111569595673461,210529748379540,25831203514694,181967998163545,8812881119,105981471722472,41466728468447,
351.5,123680909709430,209448472606655,23011771554380,176439382791179,6937634852,106517494859299,41289310981320,
352.5,136029941835629,207486634242705,20361465311513,170735951747546,5505002826,106923899628044,41204733603015,
353.5,148306277628208,204651328111670,17891632874281,164896073121121,4405055490,107149943358154,41220257004661,
354.5,160143167361515,200961306232622,15609975480442,158957123674934,3556119056,107135025773714,41323571016904,
355.5,171129758621866,196447014394893,13520608723721,152955094060505,2897365875,106811074633372,41480033206761,
356.5,180829834678172,191150352793318,11624223745628,146924244192502,2383366921,106106207755308,41633583785562,
357.5,188806527071618,185124151752637,9918338978865,140896811959477,1980087239,104949561969967,41711562252512,
358.5,194651559889519,178431363582852,8397628986007,134902776865453,1661940926,103276998252951,41632660747373,
359.5,198016675713388,171143982414641,7054313757589,128969678704045,1409623364,101037212042605,41316592829161,
360.5,198644153668906,163341714906662,5878589702769,123122490018478,1208513478,98197631362059,40693885877731,
361.5,196392928501531,155110435463898,4859082608475,117383539908666,1047494117,94749406795338,39714408746227,
362.5,191256894468407,146540469392486,3983303080594,111772485753178,918079381,90710814154809,38353621148496,
363.5,183372596246210,137724755683030,3238086346194,106306328614927,813767550,86128516131582,36615933440455,
364.5,173014638505132,128756947284774,2610000625995,100999467517314,729560134,81076356698670,34534941056911,
365.5,160578644647090,119729510378646,2085711355838,95863787389410,661603498,75651663074896,32170640393966,
366.5,146553230571377,110731884969342,1652292070467,90908775286790,606921190,69969357963833,29604036856495,
367.5,131483949566737,101848766956496,1297476475304,86141659474842,563213626,64154483137401,26929798303824,
368.5,115933239128178,93158566768418,1009849843750,81567566091510,528707982,58333950107967,24247756036572,
369.5,100440861544852,84732091902143,778981148899,77189688368755,502045723,52628425002074,21654091157722,
370.5,85489098766278,76631490715694,595500082289,73009463751129,482198543,47145207102787,19232986028130,
371.5,71476096955981,68909483162951,451125208001,69026754689309,468405915,41972785684431,17049445727648,
372.5,58699438185088,61608891502736,338650895489,65240029374014,460129321,37177494017330,15144017574212,
373.5,47350504531329,54762471124124,251901380886,61646539194526,457019545,32802374650082,13530297222802,
374.5,37518768597692,48393029223876,185660389326,58242490232606,458894449,28868081467590,12196177218578,
375.5,29204025624189,42513807865377,135584314693,55023206617495,465725438,25375418029438,11109256097560,
376.5,22333919369866,37129098509239,98106125522,51983284063684,477631413,22308977139945,10225441439031,
377.5,16783943941571,32235047889939,70336081547,49116732370651,494879512,19641311032644,9498294419196,
378.5,12397366376174,27820610389116,49964133063,46417106081809,517892348,17337112974502,8886376814337,
379.5,9003081835096,23868599915401,35167646798,43877622868449,547261825,15357003905514,8357106931618,
380.5,6430128009649,20356794662696,24526946037,41491269524557,583769939,13660660582576,7887342537475,
381.5,4518300173012,17259050741984,16950131992,39250895726472,628417332,12209165038158,7461918042150,
382.5,3124911803035,14546385193731,11607804775,37149295930768,682460698,10966576638601,7071434449559,
383.5,2128175152909,12187994841666,7877640227,35179279957344,747460557,9900815010540,6710169369361,
384.5,1427916400642,10152184334762,5298299096,33333732933057,825341331,8983991461777,6374492368390,
385.5,944412532559,8407184044529,3531830607,31605665364504,918466160,8192342447672,6061841226645,
386.5,616084742415,6921845764375,2333557869,29988254163848,1029729484,7505909591598,5770153851982,
387.5,396655226133,5666210993987,1528369030,28474875482275,1162671093,6908086548504,5497606392820,
388.5,252215515058,4611952658668,992356569,27059130208402,1321616135,6385122470966,5242524704340,
389.5,158498556571,3732696190952,638821109,25734862974770,1511846483,5925641677977,5003374717086,
390.5,98514312046,3004229859192,407763156,24496175485089,1739809932,5520213445883,4778775660488,
391.5,60608774327,2404617033047,258108405,23337434931977,2013374892,5160986444530,4567509301691,
392.5,36939491353,1914224771985,162036508,22253278226140,2342139616,4841389333120,4368516710231,
393.5,22322221512,1515683817166,100900675,21238612701854,2737806504,4555891489542,4180883497527,
394.5,13386311685,1193794909765,62330745,20288613904916,3214633731,4299814418168,4003817989413,
395.5,7973714891,935395524342,38202937,19398721011437,3789978168,4069183686355,3836627035858,
396.5,4722244348,729199776536,23234800,18564630366017,4484945456,3860612113431,3678693014536,
397.5,2783220103,565622615699,14024674,17782287572699,5325164925,3671206519620,3529454134969,
398.5,1634150542,436597602744,8402806,17047878517023,6341708786,3498492076380,3388388910996,
399.5,956810151,335395734639,4998064,16357819648550,7572176497,3340349873580,3255004806579,
400.5,559243775,256451014461,2951857,15708747805347,9061966260,3194964596340,3128830558751,
401.5,326646693,195196855528,1731317,15097509819887,10865755933,3060780161872,3009411460309,
402.5,190863797,147915998502,1008601,14521152106953,13049214996,2936461838570,2896306849485,
403.5,111688564,111605436171,583712,13976910398387,15690967200,2820863814807,2789089125220,
404.5,65525343,83856887014,335654,13462199759036,18884819725,2713001465354,2687343727692,
405.5,38583669,62752625840,191812,12974604989179,22742268578,2612027731816,2590669656389,
406.5,22828152,46775947554,108950,12511871494357,27395281122,2517213132027,2498680221860,
407.5,13585956,34735182059,61522,12071896681049,32999344407,2427928970998,2411003831671,
408.5,8142154,25699965100,34543,11652721916640,39736751941,2343633362076,2327284693426,
409.5,4919177,18948372050,19289,11252525075002,47820081216,2263859693347,2247183379352,
410.5,2999294,13923511595,10714,10869613673244,57495789356,2188207196841,2170377240873,
411.5,1847492,10198229236,5921,10502418591177,69047824677,2116333299701,2096560691861,
412.5,1150901,7446665656,3256,10149488353342,82801117774,2047947458186,2025445399846,
413.5,725825,5421535027,1782,9809483942029,99124777775,1982806196487,1956760438319,
414.5,463872,3936120204,971,9481174100730,118434778563,1920709092868,1890252463575,
415.5,300718,2850115321,527,9163431079106,141195877787,1861495474692,1825685987911,
416.5,197936,2058574915,284,8855226763824,167922470729,1805041601538,1762843829105,
417.5,132398,1483347705,153,8555629133781,199178044492,1751258131706,1701527824474,
418.5,90077,1066480099,82,8263798974374,235572869296,1700087682786,1641559906875,
419.5,62383,765168283,44,7978986782405,277759547093,1651502312042,1582783649017,
420.5,44014,547918300,23,7700529791815,326426038034,1605500758437,1525066390464,
421.5,31658,391641508,12,7427849050883,382285807297,1562105306272,1468302066591,
422.5,23230,279469343,7,7160446483232,446064783222,1521358151807,1412414857218,
423.5,17400,199117587,3,6897901868253,518484896560,1483317179961,1357363759827,
424.5,13312,141667856,2,6639869682092,600244082939,1448051089240,1303148160976,
425.5,10407,100664015,0,6386075746688,691992777589,1415633839740,1249814418538,
426.5,8318,71445023,0,6136313642887,794307111984,1386138441642,1197463361029,
427.5,6799,50654333,0,5890440853208,907659232531,1359630149374,1146258435403,
428.5,5686,35880507,0,5648374610714,1032385394968,1336159178375,1096433960579,
429.5,4866,25394909,0,5410087442432,1168652734400,1315753115321,1048302533781,
430.5,4261,17960890,0,5175602407965,1316425856528,1298409245929,1002260057865,
431.5,3821,12695425,0,4944988047020,1475434624124,1284087074078,958786108742,
432.5,3506,8969081,0,4718353062007,1645144705846,1272701348088,918436527852,
433.5,3294,6333899,0,4495840774295,1824732592184,1264115940734,881824465036,
434.5,3168,4471525,0,4277623403782,2013066846811,1258138945057,849586137157,
435.5,3118,3156011,0,4063896231718,2208697333252,1254519344820,822329087393,
436.5,3141,2227175,0,3854871714763,2409854023272,1252945593670,800564458594,
437.5,3236,1571576,0,3650773624875,2614456746804,1253046389298,784630673385,
438.5,3410,1108949,0,3451831293613,2820136882540,1254393857703,774622216459,
439.5,3673,782548,0,3258274041104,3024271521066,1256509269678,770340516789,
440.5,4044,552280,0,3070325869250,3224030075102,1258871300135,771280951309,
441.5,4547,389833,0,2888200495320,3416432688660,1260926715672,776660592081,
442.5,5220,275226,0,2712096796388,3598419142400,1262103243847,785479674044,
443.5,6114,194362,0,2542194727248,3766926305038,1261824246552,796601709542,
444.5,7303,137296,0,2378651764492,3918971582983,1259524698415,808835896686,
445.5,8889,97016,0,2221599918142,4051739316743,1254667868158,821009756038,
446.5,11018,68578,0,2071143339601,4162666702699,1246762024379,832026173980,
447.5,13898,48493,0,1927356541564,4249525617855,1235376444362,840904168698,
448.5,17829,34304,0,1790283231907,4310496716839,1220156000176,846805546525,
449.5,23240,24276,0,1659935750474,4344232368145,1200833633227,849050484091,
450.5,30759,17186,0,1536295085048,4349905397223,1177240106043,847124790593,
451.5,41303,12172,0,1419311431339,4327241192819,1149310535526,840680906902,
452.5,56225,8624,0,1308905251759,4276531477546,1117087358831,829534013776,
453.5,77526,6112,0,1204968779396,4198628902811,1080719553169,813654123686,
454.5,108188,4334,0,1107367907071,4094922548584,1040458113635,793154743079,
455.5,152675,3074,0,1015944396928,3967295333793,996647977294,768278573499,
456.5,217694,2181,0,930518343441,3818065213900,949716755443,739380713409,
457.5,313369,1548,0,850890822271,3649912804641,900160788366,706909875739,
458.5,455028,1099,0,776846658647,3465798677348,848529158424,671388208843,
459.5,665942,780,0,708157251969,3268873986721,795406381082,633390372489,
460.5,981515,554,0,644583397688,3062388294754,741394534902,593522558228,
461.5,1455697,393,0,585878053093,2849598438530,687095589543,552402145548,
462.5,2170784,280,0,531789000042,2633682064322,633094647086,510638648932,
463.5,3252348,199,0,482061364762,2417659038825,579944731227,468816538266,
464.5,4891958,141,0,436439962120,2204323385763,528153647996,427480411839,
465.5,7381633,100,0,394671439254,1996187725634,478173309324,387122875341,
466.5,11165879,71,0,356506200609,1795441466304,430391766572,348175341348,
467.5,16919983,51,0,321700103339,1603923250930,385128054860,311001821413,
468.5,25667212,36,0,290015918307,1423107463453,342629809802,275895646327,
469.5,38953304,25,0,261224557604,1254103959846,303073494156,243078927389,
470.5,59104694,18,0,235106074374,1097669666699,266566969157,212704468884,
471.5,89608142,13,0,211450444904,954230288384,233154068289,184859763625,
472.5,135664832,9,0,190058146173,823910100399,202820782283,159572651517,
473.5,204992901,6,0,170740544648,706567679627,175502643436,136818195471,
474.5,308980161,5,0,153320113818,601835423290,151092903455,116526327953,
475.5,464325228,3,0,137630499078,509160821082,129451129078,98589841642,
476.5,695352122,2,0,123516449031,427847647865,110411889804,82872335381,
477.5,1037242387,2,0,110833632186,357095513072,93793277529,69215778838,
478.5,1540501276,1,0,99448357545,296036512271,79405074219,57447426619,
479.5,2277061342,0,0,89237216669,243768052268,67056466056,47385905581,
480.5,3348527353,0,0,80086663683,199381242107,56563286629,38846453550,
481.5,4897178797,0,0,71892548310,161984540853,47754853592,31645601693,
482.5,7120465545,0,0,64559615568,130722615778,40480539378,25606324342,
483.5,10289851039,0,0,58000984205,104790582832,34616283615,20566509180,
484.5,14774963937,0,0,52137614415,83443970858,30071309842,16398335725,
485.5,21074097910,0,0,46897773829,66004871275,26795348603,13057963645,
486.5,29852130250,0,0,42216509343,51864808865,24786689692,10703835319,
487.5,41986889069,0,0,38035130984,40484901764,24101384363,9859547840,
488.5,58624859815,0,0,34300712726,31393876541,24863889817,11198043316,
489.5,81246857043,0,0,30965614092,24184474714,27279389170,14872767875,
490.5,111743871881,0,0,27987025311,18508737720,31647926982,20741966456,
491.5,152502720085,0,0,25326537970,14072595333,38380370678,28923422024,
492.5,206500350855,0,0,22949742325,10630114043,48016041444,39846194122,
493.5,277404738388,0,0,20825851779,7977692254,61241656484,54174738629,
494.5,369679190807,0,0,18927354559,5948422328,78910993539,72774174021,
495.5,488685721287,0,0,17229692142,4406778466,102064438379,96706842640,
496.5,640781903474,0,0,15710963679,3243736023,131947320635,127241566893,
497.5,833404470043,0,0,14351655402,2372383016,170025701692,165866047267,
498.5,1075131919542,0,0,13134393799,1724048475,217998072363,214297495470,
499.5,1375717694289,0,0,12043721228,1244944631,277801272030,274488437077,
500.5,1746085203251,0,0,11065892565,893299742,351608879112,348625355477,
501.5,2198276200471,0,0,10188691418,636944910,441820367360,439118223467,
502.5,2745344877960,0,0,9401264465,451310121,551039490509,548579278040,
503.5,3401191542054,0,0,8693972487,317781068,682040659122,679789757514,
504.5,4180331914534,0,0,8058256682,222367889,837722507821,835653782977,
505.5,5097600879382,0,0,7486518966,154638896,1021048407449,1019139135388,
506.5,6167792769853,0,0,6972014950,106875872,1234974332135,1233205341115,
507.5,7405243890642,0,0,6508758445,73411931,1482365212204,1480720202088,
508.5,8823366683014,0,0,6091436355,50117754,1765901647425,1764366651084,
509.5,10434148522727,0,0,5715332947,34006862,2087979572507,2086542529934,
510.5,12247631339268,0,0,5376262534,22935262,2450606107413,2449256528611,
511.5,14271390813122,0,0,5070509713,15375007,2855295339569,2854024036955,
512.5,16510035634125,0,0,4794776363,10245044,3302968131106,3301767006124,
