NTA Single Analysis Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
50.5,6240951,
51.5,15780669,
52.5,36479582,
53.5,78409107,
54.5,158861676,
55.5,306531170,
56.5,567208310,
57.5,1010390322,
58.5,1734745318,
59.5,2868291362,
60.5,4557406913,
61.5,6939464548,
62.5,10099281540,
63.5,14019713490,
64.5,18546753635,
65.5,23390989330,
66.5,28174793165,
67.5,32512881339,
68.5,36096489672,
69.5,38750256393,
70.5,40445931186,
71.5,41277197998,
72.5,41413144187,
73.5,41049666691,
74.5,40371712972,
75.5,39530850912,
76.5,38636560725,
77.5,37757017295,
78.5,36925104896,
79.5,36146568465,
80.5,35408500529,
81.5,34687288119,
82.5,33955611861,
83.5,33188226859,
84.5,32366254442,
85.5,31479740387,
86.5,30528374464,
87.5,29520508957,
88.5,28470879466,
89.5,27397619334,
90.5,26319204051,
91.5,25251861388,
92.5,24207789001,
93.5,23194306167,
94.5,22213888591,
95.5,21264920886,
96.5,20342946566,
97.5,19442180894,
98.5,18557059083,
99.5,17683611765,
100.5,16820492875,
101.5,15969537493,
102.5,15135800584,
103.5,14327113664,
104.5,13553277704,
105.5,12825066151,
106.5,12153227155,
107.5,11547646630,
108.5,11016775076,
109.5,10567350359,
110.5,10204385311,
111.5,9931345716,
112.5,9750424940,
113.5,9662822389,
114.5,9668947037,
115.5,9768487417,
116.5,9960311198,
117.5,10242179392,
118.5,10610283437,
119.5,11058639797,
120.5,11578407343,
121.5,12157226067,
122.5,12778706291,
123.5,13422216425,
124.5,14063113390,
125.5,14673523388,
126.5,15223708339,
127.5,15683951767,
128.5,16026785926,
129.5,16229286597,
130.5,16275111695,
131.5,16155974004,
132.5,15872319503,
133.5,15433114054,
134.5,14854791188,
135.5,14159546194,
136.5,13373247791,
137.5,12523264313,
138.5,11636469796,
139.5,10737623393,
140.5,9848225762,
141.5,8985870116,
142.5,8164038428,
143.5,7392251767,
144.5,6676467323,
145.5,6019618194,
146.5,5422208242,
147.5,4882896357,
148.5,4399027009,
149.5,3967083582,
150.5,3583056182,
151.5,3242726051,
152.5,2941875072,
153.5,2676431855,
154.5,2442566750,
155.5,2236747393,
156.5,2055765049,
157.5,1896740213,
158.5,1757114242,
159.5,1634632171,
160.5,1527320542,
161.5,1433462971,
162.5,1351575327,
163.5,1280381759,
164.5,1218792327,
165.5,1165882663,
166.5,1120875843,
167.5,1083126532,
168.5,1052107301,
169.5,1027397021,
170.5,1008671165,
171.5,995693810,
172.5,988311173,
173.5,986446441,
174.5,990095663,
175.5,999324474,
176.5,1014265319,
177.5,1035114879,
178.5,1062131283,
179.5,1095630632,
180.5,1135982299,
181.5,1183602340,
182.5,1238944280,
183.5,1302486442,
184.5,1374714954,
185.5,1456101520,
186.5,1547075178,
187.5,1647987404,
188.5,1759070292,
189.5,1880388044,
190.5,2011782733,
191.5,2152816212,
192.5,2302711108,
193.5,2460295029,
194.5,2623953213,
195.5,2791595757,
196.5,2960646056,
197.5,3128056888,
198.5,3290359612,
199.5,3443749942,
200.5,3584210901,
201.5,3707669874,
202.5,3810182604,
203.5,3888133024,
204.5,3938434521,
205.5,3958716254,
206.5,3947477921,
207.5,3904198152,
208.5,3829385407,
209.5,3724565471,
210.5,3592205802,
211.5,3435583082,
212.5,3258605701,
213.5,3065606749,
214.5,2861124967,
215.5,2649690949,
216.5,2435633806,
217.5,2222920043,
218.5,2015032134,
219.5,1814889766,
220.5,1624812720,
221.5,1446521045,
222.5,1281165952,
223.5,1129383704,
224.5,991364555,
225.5,866929391,
226.5,755607797,
227.5,656712677,
228.5,569407956,
229.5,492767290,
230.5,425822820,
231.5,367603938,
232.5,317166663,
233.5,273614659,
234.5,236113120,
235.5,203896823,
236.5,176273603,
237.5,152624374,
238.5,132400678,
239.5,115120582,
240.5,100363554,
241.5,87764836,
242.5,77009659,
243.5,67827587,
244.5,59987147,
245.5,53290854,
246.5,47570691,
247.5,42684066,
248.5,38510233,
249.5,34947164,
250.5,31908834,
251.5,29322882,
252.5,27128618,
253.5,25275331,
254.5,23720854,
255.5,22430381,
256.5,21375470,
257.5,20533243,
258.5,19885730,
259.5,19419365,
260.5,19124597,
261.5,18995624,
262.5,19030226,
263.5,19229703,
264.5,19598897,
265.5,20146323,
266.5,20884373,
267.5,21829629,
268.5,23003253,
269.5,24431478,
270.5,26146176,
271.5,28185515,
272.5,30594670,
273.5,33426589,
274.5,36742753,
275.5,40613911,
276.5,45120686,
277.5,50353988,
278.5,56415091,
279.5,63415243,
280.5,71474609,
281.5,80720360,
282.5,91283671,
283.5,103295408,
284.5,116880314,
285.5,132149516,
286.5,149191325,
287.5,168060408,
288.5,188765600,
289.5,211256876,
290.5,235412265,
291.5,261025744,
292.5,287797420,
293.5,315327452,
294.5,343115228,
295.5,370565179,
296.5,397000285,
297.5,421683764,
298.5,443848706,
299.5,462734527,
300.5,477628168,
301.5,487907168,
302.5,493081063,
303.5,492827354,
304.5,487018389,
305.5,475736194,
306.5,459273294,
307.5,438118953,
308.5,412931751,
309.5,384500834,
310.5,353699321,
311.5,321434068,
312.5,288596194,
313.5,256016422,
314.5,224428522,
315.5,194443031,
316.5,166532189,
317.5,141025844,
318.5,118117046,
319.5,97875358,
320.5,80265525,
321.5,65169063,
322.5,52406573,
323.5,41758961,
324.5,32986257,
325.5,25843241,
326.5,20091543,
327.5,15508282,
328.5,11891567,
329.5,9063351,
330.5,6870206,
331.5,5182576,
332.5,3893016,
333.5,2913843,
334.5,2174527,
335.5,1619065,
336.5,1203510,
337.5,893732,
338.5,663475,
339.5,492707,
340.5,366256,
341.5,272708,
342.5,203520,
343.5,152332,
344.5,114425,
345.5,86311,
346.5,65416,
347.5,49846,
348.5,38207,
349.5,29476,
350.5,22900,
351.5,17925,
352.5,14142,
353.5,11253,
354.5,9033,
355.5,7318,
356.5,5986,
357.5,4945,
358.5,4128,
359.5,3481,
360.5,2968,
361.5,2559,
362.5,2230,
363.5,1966,
364.5,1753,
365.5,1581,
366.5,1442,
367.5,1331,
368.5,1243,
369.5,1174,
370.5,1121,
371.5,1083,
372.5,1058,
373.5,1046,
374.5,1044,
375.5,1054,
376.5,1075,
377.5,1108,
378.5,1154,
379.5,1213,
380.5,1287,
381.5,1378,
382.5,1489,
383.5,1622,
384.5,1782,
385.5,1972,
386.5,2200,
387.5,2471,
388.5,2794,
389.5,3180,
390.5,3641,
391.5,4192,
392.5,4852,
393.5,5642,
394.5,6592,
395.5,7732,
396.5,9104,
397.5,10755,
398.5,12744,
399.5,15140,
400.5,18028,
401.5,21509,
402.5,25703,
403.5,30753,
404.5,36830,
405.5,44134,
406.5,52902,
407.5,63411,
408.5,75984,
409.5,90994,
410.5,108873,
411.5,130112,
412.5,155272,
413.5,184983,
414.5,219953,
415.5,260961,
416.5,308868,
417.5,364603,
418.5,429164,
419.5,503607,
420.5,589029,
421.5,686554,
422.5,797303,
423.5,922371,
424.5,1062788,
425.5,1219479,
426.5,1393220,
427.5,1584592,
428.5,1793927,
429.5,2021256,
430.5,2266261,
431.5,2528226,
432.5,2805996,
433.5,3097947,
434.5,3401960,
435.5,3715422,
436.5,4035230,
437.5,4357818,
438.5,4679209,
439.5,4995078,
440.5,5300834,
441.5,5591730,
442.5,5862970,
443.5,6109845,
444.5,6327857,
445.5,6512863,
446.5,6661199,
447.5,6769801,
448.5,6836311,
449.5,6859159,
450.5,6837625,
451.5,6771868,
452.5,6662931,
453.5,6512708,
454.5,6323893,
455.5,6099893,
456.5,5844726,
457.5,5562891,
458.5,5259239,
459.5,4938821,
460.5,4606755,
461.5,4268078,
462.5,3927624,
463.5,3589910,
464.5,3259041,
465.5,2938637,
466.5,2631782,
467.5,2340994,
468.5,2068219,
469.5,1814840,
470.5,1581708,
471.5,1369184,
472.5,1177189,
473.5,1005268,
474.5,852651,
475.5,718320,
476.5,601071,
477.5,499572,
478.5,412420,
479.5,338186,
480.5,275456,
481.5,222861,
482.5,179105,
483.5,142981,
484.5,113385,
485.5,89319,
486.5,69896,
487.5,54336,
488.5,41962,
489.5,32194,
490.5,24538,
491.5,18581,
492.5,13978,
493.5,10448,
494.5,7759,
495.5,5725,
496.5,4197,
497.5,3057,
498.5,2213,
499.5,1591,
500.5,1137,
501.5,808,
502.5,570,
503.5,400,
504.5,279,
505.5,193,
506.5,133,
507.5,91,
508.5,62,
509.5,42,
510.5,28,
511.5,19,
512.5,12,
513.5,8,
514.5,5,
515.5,4,
516.5,2,
517.5,1,
518.5,0,
519.5,0,
520.5,0,
521.5,0,
522.5,0,
523.5,0,
524.5,0,
525.5,0,
526.5,0,
527.5,0,
528.5,0,
529.5,0,
530.5,0,
531.5,0,
532.5,0,
533.5,0,
534.5,0,
535.5,0,
536.5,0,
537.5,0,
538.5,0,
539.5,0,
540.5,0,
541.5,0,
542.5,0,
543.5,0,
544.5,0,
545.5,0,
546.5,0,
547.5,0,
548.5,0,
549.5,0,
550.5,0,
551.5,0,
552.5,0,
553.5,0,
554.5,0,
555.5,0,
556.5,0,
557.5,0,
558.5,0,
559.5,0,
560.5,0,
561.5,0,
562.5,0,
563.5,0,
564.5,0,
565.5,0,
566.5,0,
567.5,0,
568.5,0,
569.5,0,
570.5,0,
571.5,0,
572.5,0,
573.5,0,
574.5,0,
575.5,0,
576.5,0,
577.5,0,
578.5,0,
579.5,0,
580.5,0,
581.5,0,
582.5,0,
583.5,0,
584.5,0,
585.5,0,
586.5,0,
587.5,0,
588.5,0,
589.5,0,
590.5,0,
591.5,0,
592.5,0,
593.5,0,
594.5,0,
595.5,0,
596.5,0,
597.5,0,
598.5,0,
599.5,0,
600.5,0,
601.5,0,
602.5,0,
603.5,0,
604.5,0,
605.5,0,
606.5,0,
607.5,0,
608.5,0,
609.5,0,
610.5,0,
611.5,0,
612.5,0,
613.5,0,
614.5,0,
615.5,0,
616.5,0,
617.5,0,
618.5,0,
619.5,0,
620.5,0,
621.5,0,
622.5,0,
623.5,0,
624.5,0,
625.5,0,
626.5,0,
627.5,0,
628.5,0,
629.5,0,
630.5,0,
631.5,0,
632.5,0,
633.5,0,
634.5,0,
635.5,0,
636.5,0,
637.5,0,
638.5,0,
639.5,0,
640.5,0,
641.5,0,
642.5,0,
643.5,0,
644.5,0,
645.5,0,
646.5,0,
647.5,0,
648.5,0,
649.5,0,
650.5,0,
651.5,0,
652.5,0,
653.5,0,
654.5,0,
655.5,0,
656.5,0,
657.5,0,
658.5,0,
659.5,0,
660.5,0,
661.5,0,
662.5,0,
663.5,0,
664.5,0,
665.5,0,
666.5,0,
667.5,0,
668.5,0,
669.5,0,
670.5,0,
671.5,0,
672.5,0,
673.5,0,
674.5,0,
675.5,0,
676.5,0,
677.5,0,
678.5,0,
679.5,0,
680.5,0,
681.5,0,
682.5,0,
683.5,0,
684.5,0,
685.5,0,
686.5,0,
687.5,0,
688.5,0,
689.5,0,
690.5,0,
691.5,0,
692.5,0,
693.5,0,
694.5,0,
695.5,0,
696.5,0,
697.5,0,
698.5,0,
699.5,0,
700.5,0,
701.5,0,
702.5,0,
703.5,0,
704.5,0,
705.5,0,
706.5,0,
707.5,0,
708.5,0,
709.5,0,
710.5,0,
711.5,0,
712.5,0,
713.5,0,
714.5,0,
715.5,0,
716.5,0,
717.5,0,
718.5,0,
719.5,0,
720.5,0,
721.5,0,
722.5,0,
723.5,0,
724.5,0,
725.5,0,
726.5,0,
727.5,0,
728.5,0,
729.5,0,
730.5,0,
731.5,0,
732.5,0,
733.5,0,
734.5,0,
735.5,0,
736.5,0,
737.5,0,
738.5,0,
739.5,0,
740.5,0,
741.5,0,
742.5,0,
743.5,0,
744.5,0,
745.5,0,
746.5,0,
747.5,0,
748.5,0,
749.5,0,
750.5,0,
751.5,0,
752.5,0,
753.5,0,
754.5,0,
755.5,0,
756.5,0,
757.5,0,
758.5,0,
759.5,0,
760.5,0,
761.5,0,
762.5,0,
763.5,0,
764.5,0,
765.5,0,
766.5,0,
767.5,0,
768.5,0,
769.5,0,
770.5,0,
771.5,0,
772.5,0,
773.5,0,
774.5,0,
775.5,0,
776.5,0,
777.5,0,
778.5,0,
779.5,0,
780.5,0,
781.5,0,
782.5,0,
783.5,0,
784.5,0,
785.5,0,
786.5,0,
787.5,0,
788.5,0,
789.5,0,
790.5,0,
791.5,0,
792.5,0,
793.5,0,
794.5,0,
795.5,0,
796.5,0,
797.5,0,
798.5,0,
799.5,0,
800.5,0,
801.5,0,
802.5,0,
803.5,0,
804.5,0,
805.5,0,
806.5,0,
807.5,0,
808.5,0,
809.5,0,
810.5,0,
811.5,0,
812.5,0,
813.5,0,
814.5,0,
815.5,0,
816.5,0,
817.5,0,
818.5,0,
819.5,0,
820.5,0,
821.5,0,
822.5,0,
823.5,0,
824.5,0,
825.5,0,
826.5,0,
827.5,0,
828.5,0,
829.5,0,
830.5,0,
831.5,0,
832.5,0,
833.5,0,
834.5,0,
835.5,0,
836.5,0,
837.5,0,
838.5,0,
839.5,0,
840.5,0,
841.5,0,
842.5,0,
843.5,0,
844.5,0,
845.5,0,
846.5,0,
847.5,0,
848.5,0,
849.5,0,
850.5,0,
851.5,0,
852.5,0,
853.5,0,
854.5,0,
855.5,0,
856.5,0,
857.5,0,
858.5,0,
859.5,0,
860.5,0,
861.5,0,
862.5,0,
863.5,0,
864.5,0,
865.5,0,
866.5,0,
867.5,0,
868.5,0,
869.5,0,
870.5,0,
871.5,0,
872.5,0,
873.5,0,
874.5,0,
875.5,0,
876.5,0,
877.5,0,
878.5,0,
879.5,0,
880.5,0,
881.5,0,
882.5,0,
883.5,0,
884.5,0,
885.5,0,
886.5,0,
887.5,0,
888.5,0,
889.5,0,
890.5,0,
891.5,0,
892.5,0,
893.5,0,
894.5,0,
895.5,0,
896.5,0,
897.5,0,
898.5,0,
899.5,0,
900.5,0,
901.5,0,
902.5,0,
903.5,0,
904.5,0,
905.5,0,
906.5,0,
907.5,0,
908.5,0,
909.5,0,
910.5,0,
911.5,0,
912.5,0,
913.5,0,
914.5,0,
915.5,0,
916.5,0,
917.5,0,
918.5,0,
919.5,0,
920.5,0,
921.5,0,
922.5,0,
923.5,0,
924.5,0,
925.5,0,
926.5,0,
927.5,0,
928.5,0,
929.5,0,
930.5,0,
931.5,0,
932.5,0,
933.5,0,
934.5,0,
935.5,0,
936.5,0,
937.5,0,
938.5,0,
939.5,0,
940.5,0,
941.5,0,
942.5,0,
943.5,0,
944.5,0,
945.5,0,
946.5,0,
947.5,0,
948.5,0,
949.5,0,
950.5,0,
951.5,0,
952.5,0,
953.5,0,
954.5,0,
955.5,0,
956.5,0,
957.5,0,
958.5,0,
959.5,0,
960.5,0,
961.5,0,
962.5,0,
963.5,0,
964.5,0,
965.5,0,
966.5,0,
967.5,0,
968.5,0,
969.5,0,
970.5,0,
971.5,0,
972.5,0,
973.5,0,
974.5,0,
975.5,0,
976.5,0,
977.5,0,
978.5,0,
979.5,0,
980.5,0,
981.5,0,
982.5,0,
983.5,0,
984.5,0,
985.5,0,
986.5,0,
987.5,0,
988.5,0,
989.5,0,
990.5,0,
991.5,0,
992.5,0,
993.5,0,
994.5,0,
995.5,0,
996.5,0,
997.5,0,
998.5,0,
999.5,0,

Percentile,Size (nm),
0,42.0,
1,62.1,
2,63.7,
3,64.8,
4,65.7,
5,66.4,
6,67.1,
7,67.7,
8,68.2,
9,68.8,
10,69.3,
11,69.8,
12,70.2,
13,70.7,
14,71.2,
15,71.6,
16,72.1,
17,72.6,
18,73.0,
19,73.5,
20,74.0,
21,74.4,
22,74.9,
23,75.4,
24,75.9,
25,76.4,
26,76.9,
27,77.4,
28,77.9,
29,78.4,
30,78.9,
31,79.4,
32,80.0,
33,80.5,
34,81.0,
35,81.6,
36,82.1,
37,82.7,
38,83.3,
39,83.9,
40,84.4,
41,85.0,
42,85.6,
43,86.3,
44,86.9,
45,87.5,
46,88.2,
47,88.9,
48,89.5,
49,90.3,
50,91.0,
51,91.7,
52,92.5,
53,93.3,
54,94.1,
55,95.0,
56,95.9,
57,96.8,
58,97.8,
59,98.8,
60,99.9,
61,101.1,
62,102.3,
63,103.6,
64,104.9,
65,106.5,
66,108.1,
67,109.9,
68,111.7,
69,113.7,
70,115.7,
71,117.6,
72,119.4,
73,121.1,
74,122.6,
75,124.1,
76,125.4,
77,126.7,
78,127.9,
79,129.1,
80,130.3,
81,131.5,
82,132.6,
83,133.9,
84,135.2,
85,136.5,
86,138.0,
87,139.7,
88,141.7,
89,144.2,
90,147.4,
91,152.4,
92,161.8,
93,179.4,
94,191.9,
95,198.8,
96,204.0,
97,208.9,
98,214.6,
99,225.4,
100,518.0,
,,
Weighting,Surface Area,
Filename,1000x_H_4_2_real 2024-09-25 14-16-56,
Mean,140.6,
Mode,131.8,
SD,60.4,
D10,76.6,
D50,128.2,
D90,215.1,
Valid Tracks,5030.0,
Graph Data,
Bin centre (nm),Surface area conc. (nm² / ml),
0.5,0,
1.5,0,
2.5,0,
3.5,0,
4.5,0,
5.5,0,
6.5,0,
7.5,0,
8.5,0,
9.5,0,
10.5,0,
11.5,0,
12.5,0,
13.5,0,
14.5,0,
15.5,0,
16.5,0,
17.5,0,
18.5,0,
19.5,0,
20.5,0,
21.5,0,
22.5,0,
23.5,0,
24.5,0,
25.5,0,
26.5,0,
27.5,0,
28.5,0,
29.5,0,
30.5,0,
31.5,0,
32.5,0,
33.5,0,
34.5,0,
35.5,0,
36.5,0,
37.5,0,
38.5,0,
39.5,9,
40.5,212,
41.5,4121,
42.5,62184,
43.5,726701,
44.5,6609766,
45.5,47331717,
46.5,271344816,
47.5,1271145717,
48.5,4978096082,
49.5,16687890692,
50.5,49016275888,
51.5,128948195694,
52.5,309888915344,
53.5,691938912506,
54.5,1455312181636,
55.5,2913060660220,
56.5,5588151158250,
57.5,10313080198379,
58.5,18333324136868,
59.5,31367275190636,
60.5,51543014337379,
61.5,81121343985007,
62.5,121961670479243,
63.5,174811396865686,
64.5,238658747404295,
65.5,310473694765827,
66.5,385565452694254,
67.5,458516079419556,
68.5,524363315447662,
69.5,579591847008166,
70.5,622616211482164,
71.5,653696879622417,
72.5,674454572252630,
73.5,687234354058209,
74.5,694528580774707,
75.5,698567208281259,
76.5,701092224697244,
77.5,703280595966118,
78.5,705765539119452,
79.5,708713593357939,
80.5,711929543527342,
81.5,714973411114965,
82.5,717280082122896,
83.5,718273329347095,
84.5,717464673114506,
85.5,714526761674589,
86.5,709332875347984,
87.5,701959170177280,
88.5,692653021224514,
89.5,681777000525406,
90.5,669741600867163,
91.5,656939971393374,
92.5,643695222580954,
93.5,630226685703736,
94.5,616637315753572,
95.5,602921106834556,
96.5,588987164178566,
97.5,574695708365672,
98.5,559900438630518,
99.5,544491201935472,
100.5,528430922118762,
101.5,511781510535611,
102.5,494715191377187,
103.5,477510209623618,
104.5,460532751840469,
105.5,444209372736054,
106.5,428995613690959,
107.5,415346492004832,
108.5,403693260941314,
109.5,394428790993357,
110.5,387901737679136,
111.5,384417866098069,
112.5,384245769420701,
113.5,387623759800986,
114.5,394764771699783,
115.5,405856502019596,
116.5,421054576346271,
117.5,440467234473638,
118.5,464130924611507,
119.5,491977386441168,
120.5,523794365617989,
121.5,559184003484826,
122.5,597524965583348,
123.5,637946069506549,
124.5,679319927592015,
125.5,720284286580253,
126.5,759295893487601,
127.5,794716894925579,
128.5,824927689093200,
129.5,848454106722319,
130.5,864092405712875,
131.5,871014215201358,
132.5,868835915658649,
133.5,857642617361367,
134.5,837964564906039,
135.5,810711582046726,
136.5,777077285231505,
137.5,738428052529637,
138.5,696191834551183,
139.5,651759355731738,
140.5,606406116431036,
141.5,561239033524617,
142.5,517167511785914,
143.5,474895802056630,
144.5,434931855653260,
145.5,397607398086263,
146.5,363104315257583,
147.5,331483321244809,
148.5,302711949565581,
149.5,276689955412693,
150.5,253271103072622,
151.5,232280986096424,
152.5,213530987231595,
153.5,196828760579832,
154.5,181985752319755,
155.5,168822311405886,
156.5,157170914699535,
157.5,146877970316645,
158.5,137804588499212,
159.5,129826633739714,
160.5,122834302537106,
161.5,116731411456328,
162.5,111434531133491,
163.5,106872063029772,
164.5,102983325903542,
165.5,99717696665533,
166.5,97033833991361,
167.5,94899001433120,
168.5,93288498593110,
169.5,92185203213994,
170.5,91579222968598,
171.5,91467652639395,
172.5,91854429688572,
173.5,92750278466204,
174.5,94172730050300,
175.5,96146200575394,
176.5,98702105519152,
177.5,101878980431341,
178.5,105722569755581,
179.5,110285834486892,
180.5,115628816441461,
181.5,121818282133180,
182.5,128927053293220,
183.5,137032915155519,
184.5,146216979683403,
185.5,156561371716548,
186.5,168146105307917,
187.5,181045029920125,
188.5,195320756890043,
189.5,211018530973332,
190.5,228159094272527,
191.5,246730702747617,
192.5,266680597376041,
193.5,287906396007019,
194.5,310248044441802,
195.5,333481125216695,
196.5,357312442188070,
197.5,381378846494653,
198.5,405250213262278,
199.5,428437293869113,
200.5,450404845029464,
201.5,470589983428959,
202.5,488425168037658,
203.5,503364631128309,
204.5,514912541864062,
205.5,522650779239624,
206.5,526263992454985,
207.5,525559690700941,
208.5,520481447467281,
209.5,511113898662559,
210.5,497678988158527,
211.5,480523765856860,
212.5,460100855466407,
213.5,436943372275892,
214.5,411636502648895,
215.5,384788113722599,
216.5,357000645556161,
217.5,328846190627525,
218.5,300846157826171,
219.5,273456333923935,
220.5,247057576986720,
221.5,221951870586130,
222.5,198363080096838,
223.5,176441503138630,
224.5,156271193777253,
225.5,137879045667423,
226.5,121244714474898,
227.5,106310612496949,
228.5,92991388178362,
229.5,81182485182301,
230.5,70767541726493,
231.5,61624530071051,
232.5,53630643533784,
233.5,46666014199965,
234.5,40616391821981,
235.5,35374938165735,
236.5,30843296886733,
237.5,26932092220663,
238.5,23560995064501,
239.5,20658476133092,
240.5,18161345612869,
241.5,16014159015524,
242.5,14168550951802,
243.5,12582542925682,
244.5,11219858204908,
245.5,10049266303385,
246.5,9043971392505,
247.5,8181052739696,
248.5,7440960724675,
249.5,6807068787277,
250.5,6265279522798,
251.5,5803681814484,
252.5,5412255167733,
253.5,5082617121590,
254.5,4807809629689,
255.5,4582120525456,
256.5,4400936543635,
257.5,4260624806902,
258.5,4158440169182,
259.5,4092456307773,
260.5,4061518960418,
261.5,4065220198636,
262.5,4103893105599,
263.5,4178626678381,
264.5,4291301187358,
265.5,4444644586226,
266.5,4642310848699,
267.5,4888981279505,
268.5,5190489857829,
269.5,5553973455343,
270.5,5988047239412,
271.5,6503004614778,
272.5,7111039536684,
273.5,7826486787545,
274.5,8666072675706,
275.5,9649164415695,
276.5,10798001042476,
277.5,12137882017322,
278.5,13697281747327,
279.5,15507849299821,
280.5,17604243163081,
281.5,20023741871350,
282.5,22805564003811,
283.5,25989827309466,
284.5,29616078804814,
285.5,33721338289069,
286.5,38337619563455,
287.5,43488929123898,
288.5,49187792661448,
289.5,55431425104609,
290.5,62197737437377,
291.5,69441457263093,
292.5,77090720692448,
293.5,85044558021533,
294.5,93171729983118,
295.5,101311359955392,
296.5,109275737602673,
297.5,116855533888334,
298.5,123827467878082,
299.5,129964214998088,
300.5,135046069008322,
301.5,138873600595827,
302.5,141280334901788,
303.5,142144338760954,
304.5,141397598197077,
305.5,139032194750676,
306.5,135102551734395,
307.5,129723392543970,
308.5,123063486871120,
309.5,115335698574098,
310.5,106784229669824,
311.5,97670225101185,
312.5,88257026956541,
313.5,78796332671672,
314.5,69516332468186,
315.5,60612611334884,
316.5,52242248687511,
317.5,44521187422505,
318.5,37524621581979,
319.5,31289904245114,
320.5,25821324292155,
321.5,21096045266427,
322.5,17070530305524,
323.5,13686872940858,
324.5,10878588925815,
325.5,8575574059327,
326.5,6708076237062,
327.5,5209651868647,
328.5,4019169228295,
329.5,3081982138481,
330.5,2350429066480,
331.5,1783820538217,
332.5,1348068278588,
333.5,1015089172441,
334.5,762091623757,
335.5,570825483813,
336.5,426852334992,
337.5,318872209131,
338.5,238126441821,
339.5,177884266161,
340.5,133012452488,
341.5,99622118207,
342.5,74784031382,
343.5,56302633942,
344.5,42539042220,
345.5,32273995197,
346.5,24602785147,
347.5,18855395515,
348.5,14536243556,
349.5,11278998541,
350.5,8812881119,
351.5,6937634852,
352.5,5505002826,
353.5,4405055490,
354.5,3556119056,
355.5,2897365875,
356.5,2383366921,
357.5,1980087239,
358.5,1661940926,
359.5,1409623364,
360.5,1208513478,
361.5,1047494117,
362.5,918079381,
363.5,813767550,
364.5,729560134,
365.5,661603498,
366.5,606921190,
367.5,563213626,
368.5,528707982,
369.5,502045723,
370.5,482198543,
371.5,468405915,
372.5,460129321,
373.5,457019545,
374.5,458894449,
375.5,465725438,
376.5,477631413,
377.5,494879512,
378.5,517892348,
379.5,547261825,
380.5,583769939,
381.5,628417332,
382.5,682460698,
383.5,747460557,
384.5,825341331,
385.5,918466160,
386.5,1029729484,
387.5,1162671093,
388.5,1321616135,
389.5,1511846483,
390.5,1739809932,
391.5,2013374892,
392.5,2342139616,
393.5,2737806504,
394.5,3214633731,
395.5,3789978168,
