NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,5000x_L_4_3_real 2024-09-25 15-45-59.nano,
Operator Name,,
Time Captured,15:45:59  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,5000x_L_4_3_real 2024-09-25 15-46-11,5000x_L_4_3_real 2024-09-25 15-48-07,5000x_L_4_3_real 2024-09-25 15-50-10,5000x_L_4_3_real 2024-09-25 15-52-13,5000x_L_4_3_real 2024-09-25 15-53-44,
,,,,,,
[Conditions],,,,,,
Temperature/C,21.439,21.470,21.503,21.555,21.570,
Viscosity/cP,0.965779,0.965063,0.964301,0.963102,0.962757,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,13,13,13,13,13,
Slider Shutter,1232,1232,1232,1232,1232,
Slider Gain,219,219,219,219,219,
Shutter/ms,30.800000,30.800000,30.800000,30.800000,30.800000,
Camera Histogram Upper Limit,8235,8235,8235,8235,8235,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,3,3,3,3,3,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,11.1640,11.3978,11.3542,11.2305,11.0942,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
716.5,0,0,0,0,0,0,0,
717.5,0,0,0,0,0,0,0,
718.5,0,0,0,0,0,0,0,
719.5,0,0,0,0,0,0,0,
720.5,0,0,0,0,0,0,0,
721.5,0,0,0,0,0,0,0,
722.5,0,0,0,0,0,0,0,
723.5,0,0,0,0,0,0,0,
724.5,0,0,0,0,0,0,0,
725.5,0,0,0,0,0,0,0,
726.5,0,0,0,0,0,0,0,
727.5,0,0,0,0,0,0,0,
728.5,0,0,0,0,0,0,0,
729.5,0,0,0,0,0,0,0,
730.5,0,0,0,0,0,0,0,
731.5,0,0,0,0,0,0,0,
732.5,0,0,0,0,0,0,0,
733.5,0,0,0,0,0,0,0,
734.5,0,0,0,0,0,0,0,
735.5,0,0,0,0,0,0,0,
736.5,0,0,0,0,0,0,0,
737.5,0,0,0,0,0,0,0,
738.5,0,0,0,0,0,0,0,
739.5,0,0,0,0,0,0,0,
740.5,0,0,0,0,0,0,0,
741.5,0,0,0,0,0,0,0,
742.5,0,0,0,0,0,0,0,
743.5,0,0,0,0,0,0,0,
744.5,0,0,0,0,0,0,0,
745.5,0,0,0,0,0,0,0,
746.5,0,0,0,0,0,0,0,
747.5,0,0,0,0,0,0,0,
748.5,0,0,0,0,0,0,0,
749.5,0,0,0,0,0,0,0,
750.5,0,0,0,0,0,0,0,
751.5,0,0,0,0,0,0,0,
752.5,0,0,0,0,0,0,0,
753.5,0,0,0,0,0,0,0,
754.5,0,0,0,0,0,0,0,
755.5,0,0,0,0,0,0,0,
756.5,0,0,0,0,0,0,0,
757.5,0,0,0,0,0,0,0,
758.5,0,0,0,0,0,0,0,
759.5,0,0,0,0,0,0,0,
760.5,0,0,0,0,0,0,0,
761.5,0,0,0,0,0,0,0,
762.5,0,0,0,0,0,0,0,
763.5,0,0,0,0,0,0,0,
764.5,0,0,0,0,0,0,0,
765.5,0,0,0,0,0,0,0,
766.5,0,0,0,0,0,0,0,
767.5,0,0,0,0,0,0,0,
768.5,0,0,0,0,0,0,0,
769.5,0,0,0,0,0,0,0,
770.5,0,0,0,0,0,0,0,
771.5,0,0,0,0,0,0,0,
772.5,0,0,0,0,0,0,0,
773.5,0,0,0,0,0,0,0,
774.5,0,0,0,0,0,0,0,
775.5,0,0,0,0,0,0,0,
776.5,0,0,0,0,0,0,0,
777.5,0,0,0,0,0,0,0,
778.5,0,0,0,0,0,0,0,
779.5,0,0,0,0,0,0,0,
780.5,0,0,0,0,0,0,0,
781.5,0,0,0,0,0,0,0,
782.5,0,0,0,0,0,0,0,
783.5,0,0,0,0,0,0,0,
784.5,0,0,0,0,0,0,0,
785.5,0,0,0,0,0,0,0,
786.5,0,0,0,0,0,0,0,
787.5,0,0,0,0,0,0,0,
788.5,0,0,0,0,0,0,0,
789.5,0,0,0,0,0,0,0,
790.5,0,0,0,0,0,0,0,
791.5,0,0,0,0,0,0,0,
792.5,0,0,0,0,0,0,0,
793.5,0,0,0,0,0,0,0,
794.5,0,0,0,0,0,0,0,
795.5,0,0,0,0,0,0,0,
796.5,0,0,0,0,0,0,0,
797.5,0,0,0,0,0,0,0,
798.5,0,0,0,0,0,0,0,
799.5,0,0,0,0,0,0,0,
800.5,0,0,0,0,0,0,0,
801.5,0,0,0,0,0,0,0,
802.5,0,0,0,0,0,0,0,
803.5,0,0,0,0,0,0,0,
804.5,0,0,0,0,0,0,0,
805.5,0,0,0,0,0,0,0,
806.5,0,0,0,0,0,0,0,
807.5,0,0,0,0,0,0,0,
808.5,0,0,0,0,0,0,0,
809.5,0,0,0,0,0,0,0,
810.5,0,0,0,0,0,0,0,
811.5,0,0,0,0,0,0,0,
812.5,0,0,0,0,0,0,0,
813.5,0,0,0,0,0,0,0,
814.5,0,0,0,0,0,0,0,
815.5,0,0,0,0,0,0,0,
816.5,0,0,0,0,0,0,0,
817.5,0,0,0,0,0,0,0,
818.5,0,0,0,0,0,0,0,
819.5,0,0,0,0,0,0,0,
820.5,0,0,0,0,0,0,0,
821.5,0,0,0,0,0,0,0,
822.5,0,0,0,0,0,0,0,
823.5,0,0,0,0,0,0,0,
824.5,0,0,0,0,0,0,0,
825.5,0,0,0,0,0,0,0,
826.5,0,0,0,0,0,0,0,
827.5,0,0,0,0,0,0,0,
828.5,0,0,0,0,0,0,0,
829.5,0,0,0,0,0,0,0,
830.5,0,0,0,0,0,0,0,
831.5,0,0,0,0,0,0,0,
832.5,0,0,0,0,0,0,0,
833.5,0,0,0,0,0,0,0,
834.5,0,0,0,0,0,0,0,
835.5,0,0,0,0,0,0,0,
836.5,0,0,0,0,0,0,0,
837.5,0,0,0,0,0,0,0,
838.5,0,0,0,0,0,0,0,
839.5,0,0,0,0,0,0,0,
840.5,0,0,0,0,0,0,0,
841.5,0,0,0,0,0,0,0,
842.5,0,0,0,0,0,0,0,
843.5,0,0,0,0,0,0,0,
844.5,0,0,0,0,0,0,0,
845.5,0,0,0,0,0,0,0,
846.5,0,0,0,0,0,0,0,
847.5,0,0,0,0,0,0,0,
848.5,0,0,0,0,0,0,0,
849.5,0,0,0,0,0,0,0,
850.5,0,0,0,0,0,0,0,
851.5,0,0,0,0,0,0,0,
852.5,0,0,0,0,0,0,0,
853.5,0,0,0,0,0,0,0,
854.5,0,0,0,0,0,0,0,
855.5,0,0,0,0,0,0,0,
856.5,0,0,0,0,0,0,0,
857.5,0,0,0,0,0,0,0,
858.5,0,0,0,0,0,0,0,
859.5,0,0,0,0,0,0,0,
860.5,0,0,0,0,0,0,0,
861.5,0,0,0,0,0,0,0,
862.5,0,0,0,0,0,0,0,
863.5,0,0,0,0,0,0,0,
864.5,0,0,0,0,0,0,0,
865.5,0,0,0,0,0,0,0,
866.5,0,0,0,0,0,0,0,
867.5,0,0,0,0,0,0,0,
868.5,0,0,0,0,0,0,0,
869.5,0,0,0,0,0,0,0,
870.5,0,0,0,0,0,0,0,
871.5,0,0,0,0,0,0,0,
872.5,0,0,0,0,0,0,0,
873.5,0,0,0,0,0,0,0,
874.5,0,0,0,0,0,0,0,
875.5,0,0,0,0,0,0,0,
876.5,0,0,0,0,0,0,0,
877.5,0,0,0,0,0,0,0,
878.5,0,0,0,0,0,0,0,
879.5,0,0,0,0,0,0,0,
880.5,0,0,0,0,0,0,0,
881.5,0,0,0,0,0,0,0,
882.5,0,0,0,0,0,0,0,
883.5,0,0,0,0,0,0,0,
884.5,0,0,0,0,0,0,0,
885.5,0,0,0,0,0,0,0,
886.5,0,0,0,0,0,0,0,
887.5,0,0,0,0,0,0,0,
888.5,0,0,0,0,0,0,0,
889.5,0,0,0,0,0,0,0,
890.5,0,0,0,0,0,0,0,
891.5,0,0,0,0,0,0,0,
892.5,0,0,0,0,0,0,0,
893.5,0,0,0,0,0,0,0,
894.5,0,0,0,0,0,0,0,
895.5,0,0,0,0,0,0,0,
896.5,0,0,0,0,0,0,0,
897.5,0,0,0,0,0,0,0,
898.5,0,0,0,0,0,0,0,
899.5,0,0,0,0,0,0,0,
900.5,0,0,0,0,0,0,0,
901.5,0,0,0,0,0,0,0,
902.5,0,0,0,0,0,0,0,
903.5,0,0,0,0,0,0,0,
904.5,0,0,0,0,0,0,0,
905.5,0,0,0,0,0,0,0,
906.5,0,0,0,0,0,0,0,
907.5,0,0,0,0,0,0,0,
908.5,0,0,0,0,0,0,0,
909.5,0,0,0,0,0,0,0,
910.5,0,0,0,0,0,0,0,
911.5,0,0,0,0,0,0,0,
912.5,0,0,0,0,0,0,0,
913.5,0,0,0,0,0,0,0,
914.5,0,0,0,0,0,0,0,
915.5,0,0,0,0,0,0,0,
916.5,0,0,0,0,0,0,0,
917.5,0,0,0,0,0,0,0,
918.5,0,0,0,0,0,0,0,
919.5,0,0,0,0,0,0,0,
920.5,0,0,0,0,0,0,0,
921.5,0,0,0,0,0,0,0,
922.5,0,0,0,0,0,0,0,
923.5,0,0,0,0,0,0,0,
924.5,0,0,0,0,0,0,0,
925.5,0,0,0,0,0,0,0,
926.5,0,0,0,0,0,0,0,
927.5,0,0,0,0,0,0,0,
928.5,0,0,0,0,0,0,0,
929.5,0,0,0,0,0,0,0,
930.5,0,0,0,0,0,0,0,
931.5,0,0,0,0,0,0,0,
932.5,0,0,0,0,0,0,0,
933.5,0,0,0,0,0,0,0,
934.5,0,0,0,0,0,0,0,
935.5,0,0,0,0,0,0,0,
936.5,0,0,0,0,0,0,0,
937.5,0,0,0,0,0,0,0,
938.5,0,0,0,0,0,0,0,
939.5,0,0,0,0,0,0,0,
940.5,0,0,0,0,0,0,0,
941.5,0,0,0,0,0,0,0,
942.5,0,0,0,0,0,0,0,
943.5,0,0,0,0,0,0,0,
944.5,0,0,0,0,0,0,0,
945.5,0,0,0,0,0,0,0,
946.5,0,0,0,0,0,0,0,
947.5,0,0,0,0,0,0,0,
948.5,0,0,0,0,0,0,0,
949.5,0,0,0,0,0,0,0,
950.5,0,0,0,0,0,0,0,
951.5,0,0,0,0,0,0,0,
952.5,0,0,0,0,0,0,0,
953.5,0,0,0,0,0,0,0,
954.5,0,0,0,0,0,0,0,
955.5,0,0,0,0,0,0,0,
956.5,0,0,0,0,0,0,0,
957.5,0,0,0,0,0,0,0,
958.5,0,0,0,0,0,0,0,
959.5,0,0,0,0,0,0,0,
960.5,0,0,0,0,0,0,0,
961.5,0,0,0,0,0,0,0,
962.5,0,0,0,0,0,0,0,
963.5,0,0,0,0,0,0,0,
964.5,0,0,0,0,0,0,0,
965.5,0,0,0,0,0,0,0,
966.5,0,0,0,0,0,0,0,
967.5,0,0,0,0,0,0,0,
968.5,0,0,0,0,0,0,0,
969.5,0,0,0,0,0,0,0,
970.5,0,0,0,0,0,0,0,
971.5,0,0,0,0,0,0,0,
972.5,0,0,0,0,0,0,0,
973.5,0,0,0,0,0,0,0,
974.5,0,0,0,0,0,0,0,
975.5,0,0,0,0,0,0,0,
976.5,0,0,0,0,0,0,0,
977.5,0,0,0,0,0,0,0,
978.5,0,0,0,0,0,0,0,
979.5,0,0,0,0,0,0,0,
980.5,0,0,0,0,0,0,0,
981.5,0,0,0,0,0,0,0,
982.5,0,0,0,0,0,0,0,
983.5,0,0,0,0,0,0,0,
984.5,0,0,0,0,0,0,0,
985.5,0,0,0,0,0,0,0,
986.5,0,0,0,0,0,0,0,
987.5,0,0,0,0,0,0,0,
988.5,0,0,0,0,0,0,0,
989.5,0,0,0,0,0,0,0,
990.5,0,0,0,0,0,0,0,
991.5,0,0,0,0,0,0,0,
992.5,0,0,0,0,0,0,0,
993.5,0,0,0,0,0,0,0,
994.5,0,0,0,0,0,0,0,
995.5,0,0,0,0,0,0,0,
996.5,0,0,0,0,0,0,0,
997.5,0,0,0,0,0,0,0,
998.5,0,0,0,0,0,0,0,
999.5,0,0,0,0,0,0,0,

Percentile,Size (nm),Size (nm),Size (nm),Size (nm),Size (nm),
0,45.0,37.0,42.0,42.0,37.0,
1,69.6,64.4,67.2,66.8,67.7,
2,70.5,66.3,68.7,68.3,69.5,
3,71.2,67.6,69.7,69.3,70.7,
4,71.6,68.6,70.5,70.2,71.6,
5,72.0,69.5,71.2,70.9,72.4,
6,72.3,70.2,71.8,71.5,73.1,
7,72.7,70.9,72.4,72.1,73.6,
8,73.0,71.5,72.9,72.6,74.2,
9,73.2,72.1,73.4,73.1,74.6,
10,73.5,72.6,73.9,73.6,75.1,
11,73.7,73.2,74.3,74.0,75.5,
12,74.0,73.6,74.7,74.5,75.9,
13,74.2,74.1,75.1,74.9,76.3,
14,74.4,74.5,75.5,75.4,76.7,
15,74.7,75.0,75.9,75.8,77.1,
16,74.9,75.4,76.3,76.2,77.4,
17,75.1,75.7,76.6,76.6,77.8,
18,75.3,76.1,77.0,77.0,78.1,
19,75.5,76.5,77.3,77.4,78.5,
20,75.8,76.9,77.7,77.8,78.8,
21,76.0,77.2,78.0,78.2,79.1,
22,76.2,77.6,78.3,78.6,79.4,
23,76.4,77.9,78.7,79.0,79.8,
24,76.6,78.3,79.0,79.4,80.1,
25,76.9,78.6,79.3,79.8,80.4,
26,77.1,78.9,79.6,80.2,80.7,
27,77.3,79.3,80.0,80.6,81.1,
28,77.6,79.6,80.3,81.0,81.4,
29,77.8,79.9,80.6,81.4,81.7,
30,78.0,80.2,80.9,81.8,82.0,
31,78.3,80.5,81.2,82.2,82.4,
32,78.6,80.9,81.6,82.5,82.7,
33,78.8,81.2,81.9,82.9,83.1,
34,79.1,81.5,82.2,83.3,83.4,
35,79.4,81.8,82.5,83.7,83.8,
36,79.7,82.1,82.8,84.1,84.1,
37,80.0,82.4,83.1,84.4,84.5,
38,80.4,82.7,83.5,84.8,84.9,
39,80.7,83.1,83.8,85.2,85.2,
40,81.0,83.4,84.1,85.5,85.6,
41,81.4,83.7,84.4,85.9,86.0,
42,81.8,84.0,84.8,86.3,86.5,
43,82.2,84.3,85.1,86.6,86.9,
44,82.6,84.7,85.5,87.0,87.3,
45,83.0,85.0,85.8,87.3,87.8,
46,83.5,85.3,86.1,87.7,88.3,
47,84.0,85.7,86.5,88.1,88.7,
48,84.5,86.0,86.9,88.4,89.2,
49,85.0,86.4,87.2,88.8,89.8,
50,85.5,86.7,87.6,89.1,90.3,
51,86.0,87.1,88.0,89.5,90.8,
52,86.5,87.4,88.4,89.8,91.4,
53,87.1,87.8,88.7,90.2,92.0,
54,87.6,88.2,89.1,90.5,92.6,
55,88.2,88.6,89.5,90.9,93.2,
56,88.7,89.0,89.9,91.3,93.8,
57,89.2,89.4,90.4,91.6,94.4,
58,89.8,89.8,90.8,92.0,95.0,
59,90.3,90.2,91.2,92.4,95.7,
60,90.8,90.7,91.7,92.7,96.3,
61,91.3,91.1,92.2,93.1,96.9,
62,91.8,91.6,92.6,93.5,97.6,
63,92.3,92.0,93.1,93.9,98.2,
64,92.8,92.5,93.6,94.3,98.9,
65,93.3,93.0,94.1,94.7,99.5,
66,93.8,93.6,94.6,95.1,100.1,
67,94.2,94.1,95.1,95.6,100.8,
68,94.7,94.7,95.7,96.0,101.4,
69,95.1,95.2,96.2,96.5,102.1,
70,95.6,95.8,96.8,97.0,102.7,
71,96.0,96.5,97.3,97.5,103.4,
72,96.5,97.1,97.9,98.0,104.0,
73,96.9,97.8,98.5,98.6,104.7,
74,97.4,98.4,99.1,99.1,105.4,
75,97.8,99.1,99.7,99.8,106.1,
76,98.2,99.9,100.4,100.5,106.8,
77,98.7,100.6,101.0,101.2,107.5,
78,99.1,101.4,101.7,102.0,108.3,
79,99.6,102.3,102.4,102.9,109.1,
80,100.1,103.1,103.1,103.8,110.0,
81,100.5,104.0,103.9,104.9,110.9,
82,101.0,104.9,104.7,106.1,111.9,
83,101.5,105.8,105.5,107.5,112.9,
84,102.1,106.8,106.4,109.0,114.1,
85,102.7,107.9,107.3,110.6,115.3,
86,103.3,108.9,108.4,112.3,116.7,
87,103.9,110.1,109.5,113.9,118.2,
88,104.7,111.3,110.7,115.6,119.9,
89,105.5,112.6,112.2,117.1,121.8,
90,106.5,114.0,113.9,118.6,123.8,
91,107.7,115.5,115.9,120.1,126.0,
92,109.3,117.2,118.4,121.5,128.2,
93,111.9,119.2,121.4,122.9,130.6,
94,117.3,121.7,125.1,124.3,133.1,
95,125.2,124.8,129.5,125.8,135.7,
96,129.1,129.2,135.4,127.5,138.5,
97,131.7,136.6,148.7,129.5,141.7,
98,133.9,146.5,157.8,132.2,146.0,
99,136.4,153.7,162.1,136.9,155.9,
100,164.0,394.0,189.0,387.0,227.0,
,,,,,,
Weighting,Volume,
Filename,5000x_L_4_3_real 2024-09-25 15-46-11,5000x_L_4_3_real 2024-09-25 15-48-07,5000x_L_4_3_real 2024-09-25 15-50-10,5000x_L_4_3_real 2024-09-25 15-52-13,5000x_L_4_3_real 2024-09-25 15-53-44,Average,Standard Error,
Mean,91.7,94.9,96.0,95.1,100.2,95.6,1.4,
Mode,75.8,82.8,82.6,90.3,81.0,82.5,2.3,
SD,16.6,23.0,21.5,17.6,23.6,20.5,1.4,
D10,74.1,74.1,75.1,74.9,76.4,74.9,0.4,
D50,89.2,89.6,90.6,91.6,95.3,91.3,1.1,
D90,112.2,120.4,123.9,122.8,132.0,122.2,3.2,
Valid Tracks,3000.0,7508.0,8344.0,10730.0,11016.0,,,
Graph Data,
Bin centre (nm),Volume conc. (nm³ / ml),Volume conc. (nm³ / ml),Volume conc. (nm³ / ml),Volume conc. (nm³ / ml),Volume conc. (nm³ / ml),Volume average,Standard Error,
0.5,0,0,0,0,0,0,0,
1.5,0,0,0,0,0,0,0,
2.5,0,0,0,0,0,0,0,
3.5,0,0,0,0,0,0,0,
4.5,0,0,0,0,0,0,0,
5.5,0,0,0,0,0,0,0,
6.5,0,0,0,0,0,0,0,
7.5,0,0,0,0,0,0,0,
8.5,0,0,0,0,0,0,0,
9.5,0,0,0,0,0,0,0,
10.5,0,0,0,0,0,0,0,
11.5,0,0,0,0,0,0,0,
12.5,0,0,0,0,0,0,0,
13.5,0,0,0,0,0,0,0,
14.5,0,0,0,0,0,0,0,
15.5,0,0,0,0,0,0,0,
16.5,0,0,0,0,0,0,0,
17.5,0,0,0,0,0,0,0,
18.5,0,0,0,0,0,0,0,
19.5,0,0,0,0,0,0,0,
20.5,0,0,0,0,0,0,0,
21.5,0,0,0,0,0,0,0,
22.5,0,0,0,0,0,0,0,
23.5,0,0,0,0,0,0,0,
24.5,0,0,0,0,0,0,0,
25.5,0,0,0,0,0,0,0,
26.5,0,0,0,0,0,0,0,
27.5,0,0,0,0,0,0,0,
28.5,0,0,0,0,0,0,0,
29.5,0,0,0,0,0,0,0,
30.5,0,0,0,0,0,0,0,
31.5,0,0,0,0,0,0,0,
32.5,0,0,0,0,0,0,0,
33.5,0,0,0,0,0,0,0,
34.5,0,0,0,0,0,0,0,
35.5,0,0,0,0,0,0,0,
36.5,0,0,0,0,0,0,0,
37.5,0,8,0,0,30,8,6,
38.5,0,86,0,0,1660,349,328,
39.5,0,860,0,0,60418,12256,12042,
40.5,0,7873,0,0,1455346,292644,290680,
41.5,0,65893,2,4,23646557,4742491,4726034,
42.5,0,504464,22,61,265744449,53249799,53123752,
43.5,0,3534085,264,916,2128479096,426402872,425519606,
44.5,6,22680271,2917,12164,12564907824,2517520636,2511850635,
45.5,36,133567039,29426,142615,56659428301,11358633483,11325228215,
46.5,172,723405342,269666,1469018,202447451431,40634519126,40453475243,
47.5,709,3611512116,2239990,13233462,594282796966,119581956649,118677264923,
48.5,2667,16652518505,16838519,103905916,1483714560134,300097565148,295921735461,
49.5,9570,71010091164,114451871,710190445,3253463325036,665059613617,647245900317,
50.5,33913,280145012049,703296337,4231296819,6450221593392,1347060246502,1276929945056,
51.5,121906,1021957515509,3909556953,22067087714,11859689935605,2581524843537,2327829377169,
52.5,453234,3442697484591,19689355382,101416121204,20664478286401,4845656340162,4009249149686,
53.5,1766088,10691164687587,90040874002,414328502612,34732777209729,9185662608003,6704344124538,
54.5,7270608,30554111840564,374991933840,1519767982090,57109118663372,17911599538095,11387116642235,
55.5,31730175,80263119369678,1426952090254,5056858582787,92827594935649,35914911341709,20781403273202,
56.5,146659563,193756971277168,4977887760688,15414318161111,150245791870177,72879023145741,41122489218651,
57.5,714192878,430256317633810,15967424731791,43417185912517,243203830263184,146569094546836,83365495027238,
58.5,3629444257,880967056058963,47209911309386,113793072239767,394437037564023,287282141323279,163432864790992,
59.5,18983626942,1669458197404582,128881497803992,278916400956154,640776658794342,543610347717202,301208328916202,
60.5,100390464760,2942438102219190,325218682345285,641351866499837,1040676335695763,989957075444967,517589295824312,
61.5,525492621423,4851535434963179,759042467655638,1385554609644186,1684356187889929,1736202838554871,830612956843017,
62.5,2659052462460,7531213042643176,1639429564078895,2812938711018784,2706174226918835,2938482919424430,1254382319300156,
63.5,12687570205200,11080096918140724,3279461807987266,5364126387661902,4297583328706196,4806791202540258,1806106924932303,
64.5,55697165589392,15551368399286898,6084345755814575,9601856264700706,6717305369195843,7602114590917482,2522147184688968,
65.5,219868005924326,20953681704280248,10493835893154110,16128015827673056,10293648979079254,11617810082022200,3467205351498928,
66.5,765262516939206,27259929098336988,16881975023675020,25429458165614196,15413109311375790,17149946823188240,4702703174326434,
67.5,2312675990585697,34419000403308208,25444429385296388,37688624564602312,22490466353175664,24471039339393656,6202941690632793,
68.5,6007270458651636,42365789306813264,36120065675505200,52634455910054536,31918934295853444,33809303129375616,7776457970747139,
69.5,13352664954751770,51026269810776104,48583148042055944,69513676016992704,44003883340340032,45295928432983312,9088958645709228,
70.5,25430032074079936,60316481444485384,62309477657455376,87216988375569936,58888779815834992,58832351873485120,9837933689934510,
71.5,41774506028655608,70136068366534400,76685865964451264,104521702637759984,76485732075552416,73920775014590752,9995869442454586,
72.5,59867859883270912,80358388436116640,91118571731743504,120358472971119536,96424577784912672,89625574161432656,9910521811669920,
73.5,75987850929400672,90820133534863808,105106741130826576,134007806031024592,118033797917608752,104791265908744880,10133853288900348,
74.5,86943812509456464,101313870268033408,118269568445612048,145175973345905600,140363832092681456,118413411332337792,11137338870989734,
75.5,91402774434050512,111586810580328320,130335875880975856,153956414487453120,162258247948357760,129908024666233120,13121292308845140,
76.5,90009780271170672,121348292043082832,141114287824080224,160719953746390912,182470090115745536,139132480800094032,15933317302876318,
77.5,84579270645997200,130286821533334240,150461682623797600,165984552863213152,199809947464529728,146224455026174400,19149357016258460,
78.5,77126026701223232,138095311100433264,158261655277969184,170301446579336096,213301286176753376,151417145167143040,22282002392962076,
79.5,69253406496884616,144500839668314912,164417591110285376,174174163624006400,222311819917172160,154931564163332704,24949857636169732,
80.5,61971633234189504,149293647412427872,168859042550617120,178010763180161632,226631494150613952,156953316105601984,26944759695280864,
81.5,55780685938240144,152349761154134592,171556276012491168,182101241623012320,226479446568972960,157653482259370240,28226042994936140,
82.5,50839407399983912,153642889026994016,172536226881977696,186610310636695648,222440764787543808,157213919746639040,28880574219265580,
83.5,47118989030487280,153243659875089440,171893501351318144,191577823197743552,215352080031779712,155837210697283648,29071974263571232,
84.5,44508184426696912,151307113031962080,169792096785423648,196922597109721536,206166027159146656,153739203702590176,28990001118756112,
85.5,42873267982962728,148051666066690432,166456477440940960,202448765697284640,195824982596916864,151131031956959136,28805515317615864,
86.5,42086372427239064,143733983650848208,162153616494437888,207856327094713376,185165828167950272,148199225567037760,28635729852345728,
87.5,42034906592823240,138624106062995584,157169730031688416,212758900080774496,174864719114067360,145090472376469824,28525158960602428,
88.5,42620723337475264,132984172532259184,151786187674190784,216711606503811744,165419242518464032,141904386513240192,28446031885760444,
89.5,43754083904366208,127052610620592112,146258517879755520,219250405661001728,157158178125981792,138694759238339488,28316595760867648,
90.5,45345117945274696,121034250457712080,140800995702124672,219941304356318944,150266872498382976,135477708191962672,28030031344713160,
91.5,47294303411926288,115095775838293808,135577638042523536,218434300029388640,144817693403608544,132243942145148160,27484987966025852,
92.5,49483171452465088,109365346036964800,130699066271702720,214513774262218080,140798240788908640,128971919762451872,26611212501956568,
93.5,51766675103197000,103935057581672528,126223905981788224,208135614784335040,138133409485409648,125638932587280480,25387324924463564,
94.5,53969152404142104,98865032811976320,122163197166977872,199442559230194816,136700191073461888,122228026537350608,23850194110244608,
95.5,55886216674418328,94188183193862144,118486532897987120,188753226579403392,136336042158995664,118730040300933328,22096296219202820,
96.5,57294793935744128,89914992794775328,115129114477997328,176526049413342752,136842841025932640,115141558329558448,20275144057005784,
97.5,57972478079368136,86037936148628608,111999404412224064,163305046203417632,137989087494791968,111460790467686064,18573083460763664,
98.5,57725181605384304,82535356270430240,108987424043948656,149658189996504384,139513177658246064,107683865914902736,17182790674442696,
99.5,56419014062072864,79374777847302064,105973887388572416,136119870929666400,141130296850203424,103803569415563424,16254845659322436,
100.5,54009379627630288,76515724423402432,102840251313265456,123146637051018432,142544654148250256,99811329312713376,15843534658244844,
101.5,50558891302742352,73912156892145904,99479420816661808,111091129083145808,143467422079005408,95701804034740256,15882895318037444,
102.5,46237128392837080,71514663142734432,95806370232147536,100194489151123952,143639015505804560,91478333284929504,16218438260637274,
103.5,41299750212645376,69272512656315048,91767483052588656,90593900953954992,142852640355611664,87157257446223136,16670056151738086,
104.5,36050690148112752,67135651598447048,87347163381336656,82340020868471568,140974911034621792,82769687406197968,17082262346818192,
105.5,30796575910909620,65056660569934096,82570390583275280,75418862000248032,137959263425881440,78360350498049696,17346048588887456,
106.5,25804730046356672,62992637766992984,77500432470214912,69773677254686312,133849062854440592,73984108078538288,17401106232720120,
107.5,21274167127833456,60906916192769360,72231804995423568,65323882878479648,128769456635345184,69701245565970240,17229539676436308,
108.5,17324016808369264,58770486926317512,66879529075500416,61979518461209168,122909491099191312,65572608474117528,16846857127873776,
109.5,13998169311833660,56562991474343992,61566488139428840,59650838782259192,116498016466762544,61655300834925648,16292456864026284,
110.5,11280950666287716,54273169861420904,56410993952776728,58253292055928840,109777853406319632,57999251988546768,15620649844324800,
111.5,9117344237378622,51898704654757896,51516443959715168,57708428273908288,102982429218151984,54644670068782384,14892933048807442,
112.5,7432321027584587,49445473983512368,46964307760621560,57941344659125600,96317878307558368,51620265147680496,14171828974657206,
113.5,6146055897471445,46926302716464624,42810848217688408,58875271529803360,89951963822751744,48942088436835920,13515979256665870,
114.5,5184020524830981,44359363157842672,39087220559904512,60423969864591392,84009646349895232,46612844091412960,12975609084450552,
115.5,4482474968277063,41766411614044232,35802082571538880,62482847619150880,78574055355245872,44621574425651392,12587451564677072,
116.5,3990589633469057,39171049082164128,32945652694619728,64920133971072528,73691123651114544,42943709806488000,12369127623565772,
117.5,3670515221564885,36597165652789432,30494226453508136,67570008178310624,69376144124241216,41541611926082864,12314525639433680,
118.5,3496469291916531,34067678314932556,28414402846338056,70230064861462976,65620822787030040,40365887620336032,12392619313924584,
119.5,3453554471210682,31603613384070776,26666573150131048,72665594630315152,62399846725748296,39357836472295184,12551204317636706,
120.5,3536688628889711,29223530083578332,25207505038747836,74622517634121856,59676420210771776,38453332319221904,12724862714872176,
